id,nama,namaKab,namaPartai,noUrut,originalFilename,stringJenisKelamin,dapil_id
244494,FAIZ RAMZY RACHBINI,JAKARTA SELATAN,PARTAI BERKARYA,2,foto.JPG,Laki-Laki,53
249430,"ARMAN AMIR, S.E",JAKARTA SELATAN,Partai Golongan Karya,2,Foto.jpg,Laki-Laki,53
257746,"FATHURROSI, S.H",SAMPANG,Partai Gerakan Perubahan Indonesia,2,8849_160718_211818.png,Laki-Laki,53
267179,"KH. ABDUSSALAM SYAH, SH",PAMEKASAN,Partai Bulan Bintang,2,FOTO SALAM.jpg,Laki-Laki,53
283900,MOH. MONIB,BOGOR,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,MOH. MONIB.jpeg,Laki-Laki,53
54038,"NURUL HIDAYATI, S.Pd, MM",PAMEKASAN,Partai Keadilan Sejahtera,3,4x6_Nurul Hidayati_Jatim 11.jpeg,Perempuan,53
64978,"Dr. H. M. SAJALI, S.H., M.M., Ph.D.",SUMENEP,Partai Hati Nurani Rakyat,3,sajali Jatim 11.PNG,Laki-Laki,53
113940,"SITI NUR'AINI, A.Ma",SUMENEP,PARTAI GERAKAN INDONESIA RAYA,3,NURAINI.jpg,Perempuan,53
138858,HJ. ZUHARIAH MARSAM,BANGKALAN,Partai NasDem,3,3_ZUHARIAH.jpg,Perempuan,53
141447,HJ. HUDZAIFAH MUSYAFFA,KOTA PONTIANAK,PARTAI AMANAT NASIONAL,3,Hudzaifah.jpg,Perempuan,53
157941,"H. ABD HALIM, S.Pd.I",SUMENEP,Persatuan Indonesia,3,halim.jpeg,Laki-Laki,53
216950,ANA SUNARTI,KOTA BEKASI,PARTAI BERKARYA,3,foto.JPG,Perempuan,53
251028,NABILA MONDIR,BANGKALAN,Partai Kebangkitan Bangsa,3,E-PAS FOTO_NABILA MONDIR_JATIM_VII.jpeg,Perempuan,53
259953,IFFATUR NYSSA PUTRI,BANGKALAN,PARTAI DEMOKRAT,3,IFFATUR NYSSA PUTRI.jpeg,Perempuan,53
262515,"HOIRIYAH, S.Pd.I",PAMEKASAN,Partai Persatuan pembangunan,3,hoiriyah jatim 11.jpg,Perempuan,53
268902,"MUAYYANAH, S.Pd.I",SUMENEP,Partai Golongan Karya,3,MUAYAANAH FOTO.jpg,Perempuan,53
271366,"SITI MACHMODHA AL MALIFAH, SIP",PAMEKASAN,Partai Bulan Bintang,3,FOTO SITI MAHMUDAH.jpeg,Perempuan,53
284027,"DIAH ASTUTY, M.Pd",GRESIK,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3,FOTO.jpg,Perempuan,53
294599,SUCI AMALIA,KOTA BEKASI,Partai Solidaritas Indonesia,3,foto.jfif,Perempuan,53
298756,ROISATUL MAGHFIROH,NGAWI,Partai Gerakan Perubahan Indonesia,3,foto-merah.jpg,Perempuan,53
15623,"KH. DJA'FAR SHODIQ, S.H.",BANGKALAN,Partai NasDem,4,FOTO (2).jpg,Laki-Laki,53
46606,"H. SYAFIUDDIN, S.SOS",BANGKALAN,Partai Kebangkitan Bangsa,4,IMG-20180707-WA0011[1].jpg,Laki-Laki,53
63082,H. FANDI ACHMAD,SAMPANG,PARTAI AMANAT NASIONAL,4,4x6 Biru.jpg,Laki-Laki,53
84308,ERIC HERMAWAN,JAKARTA PUSAT,Partai Persatuan pembangunan,4,eric hermawan.jpg,Laki-Laki,53
102773,"H. ABDUL MALIK, SH., MH",KOTA SURABAYA,PARTAI GERAKAN INDONESIA RAYA,4,ABD. MALIK.jpg,Laki-Laki,53
157687,"ELLY RAKHMAWATI, ST",SUMENEP,Persatuan Indonesia,4,WhatsApp Image 2018-07-13 at 13.57.03.jpeg,Perempuan,53
159598,"ACHMAD FIRDAWS MAINURI, S.S",KOTA TANGERANG SELATAN,Partai Solidaritas Indonesia,4,PAS PHOTO.jpg,Laki-Laki,53
205350,"HAIRUL ANAS SUAIDI, S.T",KOTA BANDUNG,Partai Bulan Bintang,4,WhatsApp Image 2018-07-15 at 16.00.05.jpeg,Laki-Laki,53
241112,"RIYONO ASNAN, S.E., M.Si",JAKARTA TIMUR,Partai Golongan Karya,4,Riyono Asnan_317501026072 0002_ pasfoto 4x6.jpg,Laki-Laki,53
247982,MOH. MUDHAR,SUMENEP,Partai Keadilan Sejahtera,4,ust. mudhar (2).JPG,Laki-Laki,53
259920,H. HADI SUMITRO,SAMPANG,PARTAI DEMOKRAT,4,H. HADI SUMITRO.jpeg,Laki-Laki,53
296231,"TRI WAHYUDIONO, S.T.",BANYUWANGI,PARTAI DEMOKRASI INDONESIA PERJUANGAN,4,FOTO.jpg,Laki-Laki,53
300456,HIDAYATULLAH NILAM,KOTA SURABAYA,PARTAI BERKARYA,4,Capture.JPG,Laki-Laki,53
302831,"ANITA PUJI UTAMI, ST",KOTA SURABAYA,Partai Hati Nurani Rakyat,4,13_4.PNG,Perempuan,53
88990,MOCH. FARID AL FAUZI,KOTA SURABAYA,Partai NasDem,5,5_M-Farid-Alfauzi.jpg,Laki-Laki,53
117664,dr. AIDA SHOFIA MASHAR,PAMEKASAN,PARTAI GERAKAN INDONESIA RAYA,5,AIDA.jpg,Perempuan,53
122134,MUHAMMAD FAJAR HALIMI,PAMEKASAN,Partai Bulan Bintang,5,SUHARTONO.jpg,Laki-Laki,53
127513,HARYONO ABDUL BARI,SAMPANG,Partai Keadilan Sejahtera,5,4X6_HARYONO ABDUL BARI_JATIM 11.jpg,Laki-Laki,53
142524,"Dr. MARZUKI, M.Si",SIDOARJO,Partai Kebangkitan Bangsa,5,HIJAU.jpg,Laki-Laki,53
150810,AKHMAD SUHAIMI,BEKASI,PARTAI DEMOKRAT,5,AKHMAD SUHAIMI.jpg,Laki-Laki,53
191794,"AYU LUSYANA DARMAWATI RAHMAN, SH",SUMENEP,Partai Solidaritas Indonesia,5,AYU LUSYANA DARMAWATI RAHMAN_PHOTO.jpg,Perempuan,53
205546,R. IMAM SUSANTO,JAKARTA SELATAN,Persatuan Indonesia,5,Untitled-6.jpg,Laki-Laki,53
238331,"ACHMAD SUHAWI, S.T., M.Si",JAKARTA PUSAT,Partai Golongan Karya,5,ACHMAD SUHAWI.jpeg,Laki-Laki,53
274041,RAHMAD,SUMENEP,Partai Persatuan pembangunan,5,rahmad.jpg,Laki-Laki,53
281900,"ABDIL HALIMS STANI, ST., M.Sc.",BANGKALAN,PARTAI BERKARYA,5,Screenshot_1.jpg,Laki-Laki,53
286379,HARYANTO WALUYO,PAMEKASAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,5,FOTO.jpg,Laki-Laki,53
293456,"SLAMET ARIYADI, S.Psi",SAMPANG,PARTAI AMANAT NASIONAL,5,Slamet Ariyadi.jpg,Laki-Laki,53
63210,"GINA HANDAYANI, S. Ag.",BEKASI,Partai Kebangkitan Bangsa,6,Gina_mini.jpg,Perempuan,53
114368,RISKA KHAIRUNNISA,SUMENEP,PARTAI GERAKAN INDONESIA RAYA,6,RISKA.jpg,Perempuan,53
127299,UMAINAH,SAMPANG,Partai Keadilan Sejahtera,6,4x6_UMAINAH_JATIM 11.jpg,Perempuan,53
141325,HALIMATUS SA'DIYAH,KOTA SURABAYA,PARTAI AMANAT NASIONAL,6,Halimatus Sa'diyah.JPG,Perempuan,53
203630,NUR ASIYAH IKA NINGSIH,SUMENEP,Partai Solidaritas Indonesia,6,Foto Nur Asiyah.jpg,Perempuan,53
204601,HUDAIFAH,BANGKALAN,Partai NasDem,6,Poto Hudaifah.jpg,Perempuan,53
204911,EDY SANTOSO,SUMENEP,Persatuan Indonesia,6,edy santoso.jpg,Laki-Laki,53
240877,"RACHMA ERNA WATI, S.Sos",SIDOARJO,Partai Golongan Karya,6,FOTO 4X6.jpg,Perempuan,53
259361,"HARIYANA, SE",SUMENEP,Partai Persatuan pembangunan,6,hariyana.jpg,Perempuan,53
259848,EVITA NOVIYANTI,BANGKALAN,PARTAI DEMOKRAT,6,EVITA NOVIYANT.jpeg,Perempuan,53
278888,RR. SRI SOERYA IBNOEMOERTINI J.A,KOTA SURABAYA,Partai Bulan Bintang,6,PAS PHOTO 4X6.jpg,Perempuan,53
284552,"MURNI KAMARIYAH, S.H.",TUBAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,6,FOTO.jpg,Perempuan,53
300463,AYU DWI KURNIASARI,KOTA SEMARANG,PARTAI BERKARYA,6,FOTO.JPG,Perempuan,53
83916,"HJ. SOFIYATUN ROMLI, S.Kep.Ns",BANGKALAN,PARTAI GERAKAN INDONESIA RAYA,7,HJ. SHOFI.jpg,Perempuan,53
128245,NIHAYATI USSAADAH,BANGKALAN,Partai Keadilan Sejahtera,7,pasfoto nihayati.jpg,Perempuan,53
141677,MA'MOL,GARUT,PARTAI AMANAT NASIONAL,7,46biru.jpg,Laki-Laki,53
158974,TITIN INDRIYANI,SUMENEP,Persatuan Indonesia,7,TITIN.jpeg,Perempuan,53
163251,MAWADDATUS SHOLEHAH,JAKARTA SELATAN,Partai Solidaritas Indonesia,7,FOTO 1.jpg,Perempuan,53
215603,SYUKUR,BANGKALAN,PARTAI BERKARYA,7,syukur.jpg,Laki-Laki,53
216667,Ir. H. LUQMAN HAKIM,SAMPANG,Partai Kebangkitan Bangsa,7,E-FOTO 4X6 WARNA_LUQMAN HAKIM_JATIM XI-001.jpg,Laki-Laki,53
259033,"MOH MIR POERNAMA, SE",BANGKALAN,Partai Bulan Bintang,7,NASIR ZAINI.jpg,Laki-Laki,53
259877,"H. HASANI BIN ZUBER, S.IP",BANGKALAN,PARTAI DEMOKRAT,7,"H. HASANI BIN ZUBER, S.IP.jpeg",Laki-Laki,53
275568,DRS. H. MAHFUD MN,JEMBER,Partai Persatuan pembangunan,7,mahfun mn.jpg,Laki-Laki,53
280341,MUHAMMAD ALI RIDHA,JAKARTA TIMUR,Partai Golongan Karya,7,fotoo.JPG,Laki-Laki,53
284683,"H. ACHMAD KHADAFI MUNIR, S.H., M.H.",JAKARTA SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7,FOTO.jpg,Laki-Laki,53
299379,EVI RAHAYU MUSA,JAKARTA BARAT,Partai NasDem,7,Evi Rahayu Musa JatimXI.jpg,Perempuan,53
63243,"RIKA NURLELA, S. Ag.",KARAWANG,Partai Kebangkitan Bangsa,8,IMG-20180625-WA0008.jpg,Perempuan,53
91203,MOHAMMAD SUPRIYADI,PAMEKASAN,Partai NasDem,8,8_m_supriyadi.jpg,Laki-Laki,53
93381,"FITRIA ARISKA, SE",PAMEKASAN,Partai Persatuan pembangunan,8,fitria ariska.jpg,Perempuan,53
105951,"RATNA DIAH RAHMAWATI, S.SOS",GRESIK,PARTAI AMANAT NASIONAL,8,Ratna Diah Rahmawati.jpg,Perempuan,53
112738,Drs. EC. HM SUPRIADI,JAKARTA TIMUR,Partai Keadilan Sejahtera,8,WhatsApp Image 2018-07-11 at 20.26.11.jpeg,Laki-Laki,53
117754,"IRHAM MAULIDY HR, S.Sos.",BANGKALAN,PARTAI GERAKAN INDONESIA RAYA,8,IRHAM.jpg,Laki-Laki,53
164475,FARIZA ANTANIA HANJANI,JAKARTA TIMUR,Partai Solidaritas Indonesia,8,FOTO 4x6.jpg,Perempuan,53
179754,IMAS SURYANI,BOGOR,PARTAI DEMOKRAT,8,IMAS SURYANI.jpeg,Perempuan,53
238451,FATHOR ROHMAN,KOTA TANGERANG SELATAN,Persatuan Indonesia,8,FATUR.jpg,Laki-Laki,53
272913,HOIRUN NISAK,SAMPANG,Partai Golongan Karya,8,POTO.JPG,Perempuan,53
284813,WIWIN KARIMAH,PEKALONGAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,8,FOTO.jpg,Perempuan,53
287076,SITI MAHMUDAH,ROKAN HULU,Partai Bulan Bintang,8,SYAMSURIDA WISMA.jpg,Perempuan,53
300473,Hj. LYSTIANI DEWI NOVI ERTARINI,KOTA SEMARANG,PARTAI BERKARYA,8,Screenshot_1.jpg,Perempuan,53
28798,Ir. H. THONI FATHONI MUKSON,PANDEGLANG,Partai Kebangkitan Bangsa,1,WARNA 4X6.jpg,Laki-Laki,54
32358,"FIRMAN HAREFA, S.H.",KOTA TANGERANG,Partai Solidaritas Indonesia,1,"Pas Photo - Firman Harefa, SH.jpg",Laki-Laki,54
67095,Dr. H. ADANG SUPANDI,PANDEGLANG,Partai Hati Nurani Rakyat,1,ADANG SUPANDI.jpg,Laki-Laki,54
70363,"MOCHAMAD HASBI ASYIDIKI JAYABAYA, S.H.",LEBAK,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,hasbi.jpeg,Laki-Laki,54
71071,BENI PRAMULA,JAKARTA PUSAT,Persatuan Indonesia,1,BENI PRAMULA.jpg,Laki-Laki,54
81418,"RIZKA AMALIA R NATAKUSUMAH, BA.Sociology",JAKARTA BARAT,Partai NasDem,1,1_Rizka_Amalia.jpg,Perempuan,54
83766,Drs.. ANSHORI BAITY,KOTA SERANG,Partai Keadilan dan Persatuan Indonesia,1,FOTO 4X6.jpg,Laki-Laki,54
84120,TB DEDY MI'ING GUMELAR,KOTA BEKASI,PARTAI AMANAT NASIONAL,1,IMG_1008 Putih copy.jpg,Laki-Laki,54
122279,"H. HARRY PURDIANTO, S.IP,M.SC",JAKARTA TIMUR,Partai Persatuan pembangunan,1,photo.jpg,Laki-Laki,54
132297,"DR. H. R. ACHMAD DIMYATI NATAKUSUMAH, S.H., M.H., M.SI.",JAKARTA BARAT,Partai Keadilan Sejahtera,1,Foto.jpg,Laki-Laki,54
147358,"VIVI SUMANTRI JAYABAYA, S.Sos.,MSi",KOTA TANGERANG SELATAN,PARTAI DEMOKRAT,1,"01-Vivi Sumantri Jayabaya, S.Sos., M.Si-reformat.jpg",Perempuan,54
155235,"ALI ZAMRONI, S.Sos",TANGERANG,PARTAI GERAKAN INDONESIA RAYA,1,FOTO 4 X 6 ALI ZAMRONI.jpeg,Laki-Laki,54
164578,"H. ANHAR, SE",JAKARTA TIMUR,PARTAI BERKARYA,1,FOTO SILON.JPG,Laki-Laki,54
232946,"HJ. ADDE ROSI KHOERUNNISA, S.Sos,. M.SI",KOTA SERANG,Partai Golongan Karya,1,DTP_9999_643 golkar.JPG,Perempuan,54
286341,"KH. NAHRUL BADRI, SQ,MA",PANDEGLANG,Partai Bulan Bintang,1,FOTO Nahrul Badri.jpeg,Laki-Laki,54
75255,"H. ANDA, SE., MM",LEBAK,PARTAI GERAKAN INDONESIA RAYA,2,"H.ANDA,SE.MM4X6.jpg",Laki-Laki,54
75488,Drs. AAP APTADI,PANDEGLANG,Persatuan Indonesia,2,AAP.jpg,Laki-Laki,54
88618,Ir. JOHANNES BOYKE APRIADI NUGROHO,KOTA TANGERANG SELATAN,Partai Solidaritas Indonesia,2,Pas Photo Boyke.jpg,Laki-Laki,54
103897,ADE WAHYU MULKI,JAKARTA SELATAN,Partai NasDem,2,2_Ade_Wahyu.jpeg,Laki-Laki,54
121277,"KH. AHMAD SADELI KARIM, Lc",KOTA SERANG,Partai Keadilan Sejahtera,2,Foto_Ahmad Sadeli.jpg,Laki-Laki,54
159341,DR. MUHAMMAD IMDADUN RAHMAT,KOTA TANGERANG SELATAN,Partai Kebangkitan Bangsa,2,FOTO_001.png,Laki-Laki,54
159872,"H. IIP MIFTAHUL CHOIRY, S.PdI",SERANG,Partai Persatuan pembangunan,2,Photo.jpg,Laki-Laki,54
164712,H. E. SYAMSUL BACHRI ARSUDIN,LEBAK,PARTAI BERKARYA,2,foto.JPG,Laki-Laki,54
170943,RIZKI AULIA RAHMAN NATAKUSUMAH,JAKARTA BARAT,PARTAI DEMOKRAT,2,FOTO RIZKI AULIA RAHMAN.jpg,Laki-Laki,54
211529,LIA MARLIANA ANGRAHINI,JAKARTA SELATAN,Partai Keadilan dan Persatuan Indonesia,2,Banten I-2.pdf,Perempuan,54
273203,"H. DADAN MUCHAMMAD R., S.E",JAKARTA SELATAN,Partai Golongan Karya,2,dadan.jpg,Laki-Laki,54
281785,Drs. MAHMUD FAUZY,JAKARTA PUSAT,Partai Bulan Bintang,2,MAHMUD FAUZY.jpg,Laki-Laki,54
289035,"TIA RAHMANIA, M.Psi Psikolog",KOTA SERANG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,"NO. 2 TIA RAHMANIA, M,Psi.jpeg",Perempuan,54
295574,"IMAM HUSSAIDA, S.T",ACEH BARAT DAYA,PARTAI AMANAT NASIONAL,2,IMG_0017.jpg,Laki-Laki,54
302786,HENGKI IRAWAN,JAKARTA UTARA,Partai Hati Nurani Rakyat,2,13_3.jpg,Laki-Laki,54
28735,IIS APRIYANI,LEBAK,Partai Kebangkitan Bangsa,3,Graphic1 (1).jpg,Perempuan,54
69435,DEASY SETIAWATI,PANDEGLANG,Partai Solidaritas Indonesia,3,FOTO - DEASY SETIAWATI.jpg,Perempuan,54
81751,"YUDHISTIRA FIRMANSYAH, SH",PANDEGLANG,Partai NasDem,3,3_Yudhistira.jpg,Laki-Laki,54
98305,"ENENG HUMAEROH, Spd.I.,MUd.",PANDEGLANG,PARTAI AMANAT NASIONAL,3,Capture.JPG,Perempuan,54
131788,"NISA AL AZIZAH, BBA (Hons)",PANDEGLANG,Partai Keadilan Sejahtera,3,NISA AL AZIZAH.jpeg,Perempuan,54
135158,"MEIKE RACHEL WANGKE, SS., M.SI",JAKARTA PUSAT,Persatuan Indonesia,3,MEIKE_001.jpg,Perempuan,54
153212,"HJ. LISTA HURUSTIATI, S.H.,M.H",TANGERANG,PARTAI GERAKAN INDONESIA RAYA,3,FOTO 4X6 LISTA.jpg,Perempuan,54
164669,"Dr. ELIYA, MARS",SERANG,PARTAI BERKARYA,3,FOTO.JPG,Perempuan,54
170793,HERMAN FIRDAUS,PANDEGLANG,PARTAI DEMOKRAT,3,HERMAN FIRDAUS-crop-resize.jpg,Laki-Laki,54
222264,"NYIMAS NINING RACHMAN, SH",JAKARTA PUSAT,Partai Bulan Bintang,3,NYIMAS NINING.jpg,Perempuan,54
228504,"WIDAT, SH.",JAKARTA TIMUR,Partai Hati Nurani Rakyat,3,WIDAT.jpg,Perempuan,54
255097,"GITA LAKSITA, S.Pd",JAKARTA TIMUR,Partai Persatuan pembangunan,3,FOTO.jpg,Perempuan,54
279909,"SUKMAWATI SULTAN, A.Md",KOTA BEKASI,Partai Golongan Karya,3,Foto.jpg,Perempuan,54
289029,R. ARIYADI PADMANEGARA,KOTA BANDUNG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3,FOTO.jpg,Laki-Laki,54
41940,FRANKY TJOKROSAPUTRO,JAKARTA BARAT,Partai Solidaritas Indonesia,4,Foto - Franky Tjokrosaputro.JPG,Laki-Laki,54
59767,MUHADI TUKIJO,JAKARTA UTARA,PARTAI DEMOKRASI INDONESIA PERJUANGAN,4,muhadi tukijo.jpg,Laki-Laki,54
67221,FISKA SULISTYAWATI,PANDEGLANG,Partai Hati Nurani Rakyat,4,FISKA SULISTIAWATI.jpg,Perempuan,54
85522,"TUBAGUS JIB MUHIBBUDIN, SH, MM, MBA",KOTA SERANG,PARTAI BERKARYA,4,Pas Photo - Background Merah.jpg,Laki-Laki,54
114777,"H. SYAHRUDDIN, SH., MH",PANDEGLANG,PARTAI GERAKAN INDONESIA RAYA,4,4x6 syahruddin.jpg,Laki-Laki,54
125097,Dra. CHAIRI INAJAH,JAKARTA BARAT,Partai Bulan Bintang,4,FOTO.jpg,Perempuan,54
131283,"Ir. SYAMSU HILAL, MP",KOTA BEKASI,Partai Keadilan Sejahtera,4,photo_2018-07-12_14-01-14.jpg,Laki-Laki,54
143032,"H. ABDUL HALIM, SH, MM",KOTA DEPOK,Partai Persatuan pembangunan,4,Photo.jpg,Laki-Laki,54
146675,HJ.RATU SITI ROMLAH,JAKARTA TIMUR,PARTAI DEMOKRAT,4,FOTO RATU SITI ROMLAH.jpg,Perempuan,54
147111,"STIEN MARIA SCHOUTEN, S.E",JAKARTA UTARA,Persatuan Indonesia,4,STIEN.jpg,Perempuan,54
175851,MERRY MEILINDA,JAKARTA TIMUR,Partai NasDem,4,4_Merry_Melinda.jpeg,Perempuan,54
230626,"GOUSTA FERIZA, S.H., M.H",KOTA TANGERANG SELATAN,Partai Golongan Karya,4,4. GOUZTA FERIZA.jpg,Laki-Laki,54
234900,ERMA,PANDEGLANG,Partai Kebangkitan Bangsa,4,1 (1).JPG,Perempuan,54
296170,"ADI WICAKSONO, SE., ME",KOTA TANGERANG,PARTAI AMANAT NASIONAL,4,IMG_0046 copy.jpg,Laki-Laki,54
25302,"YUYI ROHMATUNISA, S.Pd",KOTA SERANG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,5,yuyi.jpg,Perempuan,54
28006,"ASEP AWALUDIN, SE",BANDUNG,Partai NasDem,5,5_Asep_Awaludin.jpg,Laki-Laki,54
45598,WAHYU WIDIYA SURYANI NING WALUYO,LEBAK,Partai Kebangkitan Bangsa,5,foto 4x6.jpg,Perempuan,54
136386,"TRI KUSUMASARI, S.S.",LEBAK,Partai Keadilan Sejahtera,5,Foto.jpeg,Perempuan,54
146965,MUHAMMAD RIYAD,BOGOR,PARTAI DEMOKRAT,5,MUHAMMAD RIYAD-resize.jpg,Laki-Laki,54
147560,"Dra. RUSDIANA BARDIAN, MM",KOTA BEKASI,PARTAI BERKARYA,5,3. foto 4x6 merah.jpg,Perempuan,54
188720,"NEWFONE ARTHUR RUMIMPUNU, SH",JAKARTA BARAT,Partai Hati Nurani Rakyat,5,NEWFONE ARTHUR RUMIMPUNU.jpg,Laki-Laki,54
204043,SORAYA,TANGERANG,PARTAI GERAKAN INDONESIA RAYA,5,FOTO 4X6 SORAYA.jpeg,Perempuan,54
207318,IKA MAYLINA SUSAN,JAKARTA UTARA,Partai Solidaritas Indonesia,5,FOTO.jpg,Perempuan,54
234009,"A. DADAN SURYANA, S.Sos",PANDEGLANG,Partai Golongan Karya,5,PAST FOTO.jpg,Laki-Laki,54
236562,"BASUKI HADISUKARTA, SH",KOTA TANGERANG SELATAN,Persatuan Indonesia,5,BASUKI.jpg,Laki-Laki,54
267022,EVI NURUL FELAYATI,SUKABUMI,Partai Persatuan pembangunan,5,FOTO.jpg,Perempuan,54
296654,"RIKA RAHMAWATI, ST,. MT",KOTA CILEGON,PARTAI AMANAT NASIONAL,5,WhatsApp Image 2018-07-30 at 16.06.16.jpeg,Perempuan,54
60669,"ILHAM AM., SH",KOTA SERANG,PARTAI BERKARYA,6,FOTO.jpg,Laki-Laki,54
77921,"JAKA SETIAWAN, ST. M.Si",KOTA TANGERANG SELATAN,PARTAI GERAKAN INDONESIA RAYA,6,FOTO 4 X 6 JAKA.jpeg,Laki-Laki,54
79521,"USEP SAEPUDIN, S.HI",KOTA SERANG,Partai Persatuan pembangunan,6,Foto.jpg,Laki-Laki,54
95949,"GOZALI MUNIR, S.THI",BOGOR,Partai Kebangkitan Bangsa,6,20180628_100515.jpg,Laki-Laki,54
128859,"ADE MUSTAGFIRIN, S.E.sy",PANDEGLANG,PARTAI AMANAT NASIONAL,6,Feqf.jpeg,Laki-Laki,54
134487,"H. SANUJI PENTAMARTA, S.IP.",LEBAK,Partai Keadilan Sejahtera,6,foto_sanuji.jpg,Laki-Laki,54
161124,"TUSNU ROCHMAT, SH",LEBAK,Partai NasDem,6,6_Tusnu_Rochmat.jpeg,Laki-Laki,54
164512,RISKA PUJI ASTUTI,JAKARTA TIMUR,Partai Solidaritas Indonesia,6,FOTO.jpg,Perempuan,54
231873,"SHANTY ALDA NATHALIA, S.H",JAKARTA PUSAT,Partai Golongan Karya,6,Shanty.jpg,Perempuan,54
256778,KHOIRUL UMAM,LEBAK,PARTAI DEMOKRAT,6,FOTO KHOIRUL UMAM.jpg,Laki-Laki,54
260115,"JOKO SANTOSO, S.Sn",KOTA TANGERANG SELATAN,Partai Hati Nurani Rakyat,6,JOKO SANTOSO.jpg,Laki-Laki,54
295971,"SANDY CHUSAN JACINTA MANUHUTU, M.P.",JAKARTA SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,6,sandy chusan.jpg,Perempuan,54
17358,"Drs. H. MAMAT RAHAYU ABDULLAH, MM",KOTA SERANG,Partai NasDem,1,1_Mamat_Rahayu.jpg,Laki-Laki,55
22678,ICHSAN SOELISTIO,JAKARTA BARAT,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,peci hitam.jpg,Laki-Laki,55
25744,WAHYU PAPAT JUNI ROMADONIA,KOTA SERANG,Partai Kebangkitan Bangsa,1,FOTO.png,Perempuan,55
45292,"DANIEL LUKE SOEWITO, S.I.Kom",JAKARTA PUSAT,Partai Solidaritas Indonesia,1,Daniel Luke - Pas Foto Background Merah.jpg,Laki-Laki,55
45450,"H. YANDRI SUSANTO, S.Pt",KOTA SERANG,PARTAI AMANAT NASIONAL,1,Capture.JPG,Laki-Laki,55
117972,"Dr. BRIGJEN POL. PURN. H. HERU FEBRUANTO, M.AP",KOTA TANGERANG SELATAN,Persatuan Indonesia,1,Untitled-1.jpg,Laki-Laki,55
128465,"DR. H. JAZULI JUWAINI, MA",KOTA TANGERANG SELATAN,Partai Keadilan Sejahtera,1,Foto Dr Jazuli Juwaini Sorban.JPG,Laki-Laki,55
131346,"H. DESMOND JUNAIDI MAHESA, SH., MH",JAKARTA SELATAN,PARTAI GERAKAN INDONESIA RAYA,1,FOTO 4X6_20180715_0001.jpg,Laki-Laki,55
147579,"Dr. AMIR SYAMSUDIN, SH.,MH.",JAKARTA PUSAT,PARTAI DEMOKRAT,1,"Dr. Amir Syamsudin, SH, MH.jpg",Laki-Laki,55
162032,H. R. S. PURBO ASMORO,SERANG,PARTAI BERKARYA,1,foto.jpg,Laki-Laki,55
221337,"Ir. HJ. FERNITA, MH",KOTA TANGERANG SELATAN,Partai Persatuan pembangunan,1,Photo.jpg,Perempuan,55
239130,"H. TUBAGUS HAERUL JAMAN, S.E",KOTA SERANG,Partai Golongan Karya,1,"H. TUBAGUS HAERUL JAMAN, B.Sc., SE_3673010531080001_PASFOTO4X6.jpg",Laki-Laki,55
250687,AMINUL HIJRI,SERANG,Partai Gerakan Perubahan Indonesia,1,FOTO -AMINUL HIJRI.jpg,Laki-Laki,55
297493,"RONNI ABDI, ST., MM",KOTA PEKANBARU,Partai Bulan Bintang,1,RONI ABDI.jpg,Laki-Laki,55
297778,CHARLES SIMANJUNTAK,JAKARTA SELATAN,Partai Keadilan dan Persatuan Indonesia,1,Img_180731140138815-1.jpg,Laki-Laki,55
302728,ASEP SAEPULLOH,KOTA SERANG,Partai Hati Nurani Rakyat,1,13_1.jpg,Laki-Laki,55
8242,"Drs. DIDI SUNARDI, M.Si",KOTA SERANG,PARTAI BERKARYA,2,foto didi sunardi.JPG,Laki-Laki,55
25662,H. NANA SUMARNA,KOTA CILEGON,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,DSC_0345 copy.jpg,Laki-Laki,55
26174,"Ir. SURYADI HENDARMAN, MM",KOTA TANGERANG SELATAN,Partai Kebangkitan Bangsa,2,pas photo_001.jpg,Laki-Laki,55
36986,"ALDRIN INIGO WIJANA, ST",JAKARTA BARAT,Partai Solidaritas Indonesia,2,Foto (1).jpg,Laki-Laki,55
83220,RANTA SOEHARTA,KOTA SERANG,Partai NasDem,2,2_Ranta_Soeharta.jpg,Laki-Laki,55
84293,"HJ. INDAHWATI, S.Mn. MM",SERANG,PARTAI AMANAT NASIONAL,2,indahwati.jpg,Perempuan,55
91035,"ANDI CAKRA WAHYUDI, SE., MBA",BOGOR,Persatuan Indonesia,2,ANDI CAKRA.jpg,Laki-Laki,55
101843,"DIANA MEILANY, S.E",KOTA CILEGON,Partai Gerakan Perubahan Indonesia,2,1145_100418_175908.jpg,Perempuan,55
